"x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"404","PFULGRIESHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","PLOBSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"406","PREUSCHDORF","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"407","PUBERG","4","6","12","2","17","10","8","5","11","2","21","10","8","8","5","6","15","15","4","4","6","5","15","13","7","4","18","7","26","13","9","6","15","7","26","14","6","4","9","7","18","16","9","6","14","12","25","19","7","2","9","4","19","9","3","4","11","4","19","10","5","5","9","7","17","12","7","2","3","9","13","13"
"408","PULVERSHEIM","0","0","0","0","0","0","0","0","0","2","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","2","0","2","0","0","0","0","2","0","2","0","0","0","0","1","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","0"
"409","RAEDERSHEIM","0","0","4","6","4","6","0","0","0","0","0","1","0","0","0","2","2","2","0","0","1","1","1","2","0","0","2","0","4","0","0","0","3","0","3","0","1","0","4","0","6","2","0","0","6","5","8","7","0","0","4","1","5","2","0","1","2","0","4","3","0","0","6","1","6","4","0","0","2","1","3","2"
"410","RANSPACH LE BAS","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","2","1","3","1","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0"
"411","RANSPACH LE HAUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","RATHSAMHAUSEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","REGUISHEIM","1","1","10","6","14","7","2","2","14","7","16","11","3","1","16","7","20","9","2","0","10","5","13","6","3","2","8","6","13","9","3","1","17","6","21","8","2","1","20","10","22","12","0","0","11","6","11","6","2","2","12","6","15","8","0","1","13","6","14","10","1","3","6","6","8","10","2","1","10","4","13","6"
"414","REICHSFELD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","REICHSHOFFEN","0","0","0","2","0","2","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","2","1","0","0","2","2","2","2","0","0","1","3","1","4","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","2","1","3"
"416","REICHSTETT","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"417","REIMERSWILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","REINHARDSMUNSTER","0","0","2","1","2","1","0","0","2","1","4","2","1","0","3","2","7","2","2","0","2","1","4","1","4","1","1","2","5","3","2","0","5","1","8","1","2","0","3","4","6","4","3","0","1","2","5","2","3","0","1","1","4","1","3","1","2","1","5","2","1","0","2","0","4","0","0","0","2","1","2","1"
"419","REININGUE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0"
"420","REITWILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","1","0","2","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"421","RETSCHWILLER","0","0","1","1","1","2","1","0","1","0","2","0","0","0","1","5","2","5","1","0","1","3","2","3","0","0","3","2","3","3","0","0","1","1","1","1","1","0","7","1","8","1","0","0","3","2","5","2","0","0","3","4","4","4","1","0","3","1","4","1","0","0","1","0","1","0","0","0","2","3","2","3"
"422","RETZWILLER","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
"423","RHINAU","0","2","4","5","5","11","1","1","3","2","4","3","0","0","2","3","4","6","0","1","8","2","9","4","3","1","3","3","9","5","1","0","4","3","5","4","1","1","4","4","8","6","0","0","3","7","5","8","1","1","5","2","6","3","1","0","2","2","4","2","1","0","2","2","3","4","0","1","6","2","7","4"
"424","RIBEAUVILLE","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","0","2","2","2","2","0","0","1","1","1","1","0","0","3","1","3","2","0","0","2","0","2","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","2","0","2","0","0","0","1","0","1","0"
"425","RICHTOLSHEIM","0","0","2","0","3","1","0","0","1","1","1","1","0","0","1","0","1","0","1","0","3","2","5","3","1","0","1","2","2","3","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","1","0","1","0","2","0","2","0","0","0","3","0"
"426","RICHWILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"427","RIEDISHEIM","2","4","2","2","5","8","2","0","3","4","6","4","0","1","4","4","4","7","0","2","4","3","5","7","8","0","2","3","11","4","0","0","4","4","5","7","1","3","4","5","6","9","1","3","8","4","9","7","2","0","3","2","5","4","3","0","3","3","7","3","0","0","3","1","4","2","1","0","6","3","8","6"
"428","RIEDSELTZ","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","3","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","2","0","2","0","0","0","1","0","2","0","0","1","0","1","0","0","0","0","1","0","1"
"429","RIEDWIHR","2","0","2","3","4","3","1","0","6","6","7","6","1","0","6","4","7","4","1","0","5","5","6","5","0","0","7","4","7","4","1","0","9","7","10","8","1","1","10","11","11","13","1","1","4","10","5","12","0","3","5","7","5","10","1","1","6","6","8","9","1","1","8","8","9","10","0","1","6","1","6","5"
"430","RIMBACH PRES GUEBWILLER","0","0","1","3","1","3","0","0","0","0","0","0","0","0","1","2","1","2","0","1","4","0","4","1","0","0","2","2","2","2","0","0","2","1","2","1","0","0","3","0","3","0","0","0","2","0","2","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","2","1","2"
"431","RIMBACH PRES MASEVAUX","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"432","RIMBACH ZELL","0","0","0","0","0","0","1","0","2","1","3","1","0","0","1","1","2","1","0","0","2","0","2","1","0","0","1","0","1","0","0","0","4","3","5","4","0","0","2","2","2","2","0","0","1","2","1","3","0","0","2","1","2","1","0","0","2","3","2","4","0","0","1","0","1","0","0","0","2","1","2","1"
"433","RIQUEWIHR","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","RIXHEIM","0","0","2","2","2","2","0","0","2","0","2","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","1","0","1","0","2","1","0","0","1","2","1","2","0","0","2","0","2","0","0","0","0","1","0","1"
"435","RODEREN","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","RODERN","2","0","0","0","3","1","0","0","1","1","1","1","0","0","3","2","3","2","0","0","0","1","1","1","0","0","2","0","3","0","0","0","1","0","1","0","2","0","0","0","2","0","0","0","1","2","1","2","0","0","1","0","1","1","0","0","0","0","0","0","1","2","3","2","4","4","0","0","0","2","0","4"
"437","ROESCHWOOG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"438","ROHRWILLER","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","3","1","3","3","1","0","0","0","1","1","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0"
"439","ROMANSWILLER","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","ROMBACH LE FRANC","0","0","0","0","0","0","0","0","1","3","1","3","0","0","1","1","1","1","0","0","0","3","0","3","0","1","1","0","2","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","2","1","2","1","0","0","0","3","0","3","0","0","2","1","2","1","1","0","0","0","1","0","0","0","2","0","2","2"
"441","ROPPENHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"442","RORSCHWIHR","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","ROSENAU","0","0","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2"
"444","ROSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","ROSSFELD","1","2","14","12","17","17","1","5","20","14","23","25","4","1","22","15","29","19","4","3","23","9","30","17","1","1","25","10","30","14","4","2","35","15","45","27","4","2","20","26","27","33","3","2","25","29","31","33","5","2","20","16","28","23","1","4","25","16","29","27","0","2","20","12","23","20","0","7","15","17","20","30"
"446","ROSTEIG","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1"
"447","ROTT","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","ROTTELSHEIM","0","0","1","0","1","1","1","1","2","1","5","2","1","0","4","4","5","6","0","0","2","1","3","1","0","0","6","3","6","3","0","0","2","4","4","6","1","0","4","1","6","2","1","0","2","0","6","2","1","0","2","1","4","2","0","0","2","0","3","2","0","0","2","0","2","1","1","0","3","6","5","6"
"449","ROUFFACH","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1"
"450","RUEDERBACH","0","0","0","0","0","0","0","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"451","RUELISHEIM","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"452","RUMERSHEIM LE HAUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"453","RUSTENHART","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"454","SAASENHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"455","SAINT LOUIS","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"456","SAINT LOUIS NEUWEG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"457","SALMBACH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","2"
"458","SAND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"459","SARRE UNION","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","4","0","4","0","0","0","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"460","SAUSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"461","SAVERNE","0","1","0","1","0","2","0","0","2","1","2","1","1","0","3","1","5","1","0","1","1","0","3","1","1","0","3","1","5","2","0","0","3","1","3","1","0","0","4","1","4","2","0","0","3","1","3","2","1","1","0","1","2","2","0","0","3","2","5","2","0","1","0","5","0","6","0","1","3","1","3","2"
